CancerTypes,cg00251716,cg01368075,cg02772121,cg04105511,cg04337594,cg06132620,cg06372779,cg06823060,cg06911354,cg07592254,cg08523456,cg10419849,cg10743291,cg11600734,cg14398860,cg14418633,cg15002250,cg15958289,cg18368125,cg18631798,cg19817912,cg20404260,cg20639396,cg24402880,cg24650915,cg25282976,cg25745246,cg26297005,cg26835683,cg27592331,sample_type
colorectal cancer,0.813907,0.881742,0.166946,0.346437,0.228948,0.227548,0.936654,0.606643,0.107724,0.926749,0.765659,0.924272,0.915231,0.264798,0.968756,0.663014,0.903843,0.742345,0.368708,0.72795,0.312811,0.521422,0.209348,0.328916,0.803133,0.273991,0.940585,0.252604,0.91226,0.0954419,Primary Tumor
colorectal cancer,0.937023,0.935858,0.079616,0.134612,0.122838,0.107304,0.94375,0.233045,0.0946513,0.945284,0.916141,0.942983,0.934633,0.076821,0.978224,0.813587,0.959098,0.811567,0.221146,0.832034,0.254634,0.259401,0.0993909,0.0944232,0.855991,0.077847,0.931868,0.219757,0.955843,0.106679,Primary Tumor
colorectal cancer,0.91531,0.898629,0.147895,0.531697,0.939127,0.758689,0.925512,0.814474,0.119262,0.8744,0.954243,0.93467,0.923736,0.40789,0.972939,0.920538,0.943582,0.754965,0.631396,0.925283,0.734919,0.570546,0.774791,0.292831,0.864007,0.267081,0.735884,0.409587,0.890927,0.0616044,Primary Tumor
colorectal cancer,0.906799,0.881652,0.0932322,0.100329,0.229233,0.0891411,0.845272,0.324207,0.155434,0.683297,0.735512,0.866461,0.887743,0.197976,0.965457,0.82538,0.937287,0.635182,0.28331,0.816553,0.211688,0.245717,0.211255,0.116192,0.547073,0.0921316,0.858226,0.206626,0.914387,0.138792,Primary Tumor
colorectal cancer,0.860443,0.907153,0.322292,0.237586,0.535526,0.320077,0.910867,0.434569,0.25073,0.933187,0.867497,0.900057,0.890024,0.272463,0.96614,0.635001,0.925482,0.603996,0.411123,0.719262,0.413992,0.519366,0.339409,0.254187,0.598653,0.330649,0.918379,0.422705,0.927926,0.141768,Primary Tumor
colorectal cancer,0.941175,0.915057,0.105343,0.0972203,0.276921,0.20307,0.955703,0.393735,0.141318,0.92022,0.898134,0.943793,0.915798,0.193505,0.976782,0.718868,0.940425,0.808416,0.348565,0.756634,0.279669,0.383069,0.115141,0.317043,0.759029,0.219655,0.952459,0.2514,0.85429,0.0909095,Primary Tumor
colorectal cancer,0.914447,0.89844,0.108515,0.0876169,0.298895,0.188951,0.925518,0.391863,0.108379,0.925874,0.934837,0.914708,0.917074,0.278799,0.970568,0.752564,0.933549,0.75674,0.355144,0.786374,0.438755,0.465662,0.216536,0.119902,0.714446,0.202539,0.763163,0.315381,0.918286,0.0865031,Primary Tumor
colorectal cancer,0.898321,0.897773,0.0711649,0.0789837,0.140033,0.118105,0.910944,0.328406,0.0867862,0.787768,0.743475,0.831482,0.874194,0.128628,0.968299,0.774959,0.933941,0.740448,0.17727,0.819289,0.190544,0.25335,0.138821,0.137993,0.6107,0.111946,0.905453,0.13918,0.877537,0.0835098,Primary Tumor
colorectal cancer,0.93654,0.925511,0.0727323,0.0832054,0.108405,0.142609,0.94084,0.75849,0.0623016,0.949795,0.924253,0.941297,0.926751,0.11657,0.975098,0.890415,0.951581,0.855337,0.182978,0.888984,0.293458,0.220076,0.0984467,0.0925347,0.845513,0.0634052,0.922171,0.16187,0.91387,0.0783367,Primary Tumor
colorectal cancer,0.921182,0.904806,0.117579,0.0796808,0.18718,0.230852,0.915057,0.331336,0.0789294,0.823258,0.915252,0.869808,0.893922,0.169819,0.958557,0.72299,0.939271,0.75758,0.249272,0.652021,0.281869,0.259952,0.179437,0.209463,0.56575,0.189928,0.904586,0.230676,0.870144,0.549558,Primary Tumor
colorectal cancer,0.777119,0.886491,0.389158,0.234351,0.610479,0.30255,0.892497,0.564152,0.201822,0.95142,0.919554,0.845489,0.930603,0.457985,0.976336,0.683049,0.872498,0.597772,0.580258,0.597455,0.459876,0.44493,0.48952,0.299344,0.77552,0.39911,0.901866,0.465665,0.893862,0.135566,Primary Tumor
colorectal cancer,0.917781,0.884096,0.100859,0.199364,0.255217,0.119604,0.948872,0.318737,0.906765,0.95172,0.924618,0.928146,0.932598,0.180753,0.973358,0.818641,0.945621,0.858014,0.296195,0.876565,0.232723,0.307564,0.127593,0.216373,0.846191,0.13629,0.673024,0.200505,0.948812,0.0567844,Primary Tumor
colorectal cancer,0.751592,0.905521,0.226448,0.243024,0.276657,0.157264,0.933478,0.28915,0.12893,0.912101,0.935972,0.931156,0.868322,0.139148,0.976013,0.80401,0.947057,0.714767,0.306315,0.801267,0.298458,0.229931,0.137437,0.133961,0.762003,0.142931,0.924484,0.287558,0.905454,0.067936,Primary Tumor
colorectal cancer,0.9331,0.942906,0.0739888,0.195937,0.282911,0.22228,0.944643,0.405348,0.11432,0.860086,0.840705,0.847504,0.874441,0.257978,0.981171,0.80438,0.953903,0.507343,0.297454,0.74162,0.369493,0.325751,0.217515,0.118912,0.576367,0.177235,0.907877,0.343853,0.858673,0.0821495,Primary Tumor
colorectal cancer,0.584404,0.927491,0.0482672,0.12011,0.236047,0.0794281,0.959091,0.235477,0.0940225,0.732995,0.916049,0.863327,0.884785,0.0740675,0.97775,0.966926,0.903042,0.729893,0.240996,0.820159,0.251158,0.181866,0.113395,0.110682,0.584202,0.103286,0.907826,0.238611,0.849778,0.0409458,Primary Tumor
colorectal cancer,0.962174,0.939022,0.0758863,0.253692,0.190667,0.146208,0.962147,0.312418,0.103606,0.946674,0.930723,0.941543,0.881564,0.15562,0.9753,0.874068,0.959623,0.82328,0.242204,0.785423,0.216073,0.357673,0.199485,0.118655,0.820025,0.149024,0.934425,0.216716,0.919794,0.132114,Primary Tumor
colorectal cancer,0.905011,0.909473,0.125899,0.0767576,0.315229,0.118419,0.890785,0.299721,0.0652486,0.929755,0.918534,0.903591,0.910981,0.113707,0.975679,0.832377,0.946349,0.711437,0.293775,0.771783,0.221894,0.307785,0.154851,0.110956,0.64559,0.165931,0.906114,0.230659,0.911378,0.123314,Primary Tumor
colorectal cancer,0.910211,0.945698,0.0935579,0.0758194,0.230802,0.146824,0.954924,0.332998,0.0756893,0.918274,0.856135,0.929092,0.92371,0.129477,0.980731,0.819721,0.957833,0.792831,0.296164,0.841884,0.331418,0.367622,0.121583,0.208595,0.518282,0.175582,0.902606,0.232241,0.936014,0.138669,Primary Tumor
colorectal cancer,0.928443,0.921669,0.0767861,0.137875,0.331126,0.197276,0.830284,0.339977,0.0664465,0.937149,0.95108,0.903687,0.927014,0.260259,0.978319,0.960494,0.960186,0.750518,0.348696,0.942393,0.868917,0.332497,0.894888,0.140611,0.654514,0.21957,0.92305,0.330488,0.934919,0.191364,Primary Tumor
colorectal cancer,0.9285,0.917728,0.151796,0.0804166,0.432231,0.226067,0.927896,0.522581,0.126059,0.933449,0.846698,0.822238,0.923269,0.271838,0.974352,0.825363,0.919658,0.608347,0.371456,0.81097,0.381468,0.466274,0.148086,0.198544,0.519208,0.195509,0.883027,0.354407,0.848585,0.104485,Primary Tumor
colorectal cancer,0.933194,0.920395,0.113418,0.0763463,0.264746,0.183095,0.946596,0.620545,0.145309,0.921232,0.830583,0.93688,0.9097,0.169265,0.980606,0.83149,0.926222,0.806788,0.324375,0.825624,0.343117,0.370143,0.139762,0.187852,0.66823,0.167828,0.941075,0.263388,0.880743,0.137954,Primary Tumor
colorectal cancer,0.947761,0.92382,0.0461547,0.0475024,0.154072,0.11757,0.936834,0.534412,0.0809502,0.780098,0.94528,0.834181,0.943066,0.107779,0.981941,0.878859,0.962785,0.879178,0.196859,0.783294,0.204988,0.19315,0.087504,0.0775486,0.798342,0.0835894,0.930457,0.171452,0.893737,0.0623568,Primary Tumor
colorectal cancer,0.926956,0.930154,0.153902,0.130952,0.20939,0.164336,0.959941,0.436938,0.0749844,0.89479,0.872727,0.934856,0.898098,0.146645,0.979923,0.865004,0.921689,0.825928,0.317247,0.823697,0.275563,0.474592,0.107959,0.142204,0.701038,0.0936503,0.904565,0.247147,0.858256,0.10176,Primary Tumor
colorectal cancer,0.807749,0.900379,0.0589836,0.0641541,0.241611,0.0507784,0.930207,0.165158,0.0560759,0.873723,0.914064,0.742658,0.910255,0.0980803,0.966529,0.964425,0.942654,0.785408,0.170008,0.887739,0.188765,0.1746,0.170818,0.0767458,0.664958,0.144364,0.937804,0.143506,0.919976,0.11595,Primary Tumor
colorectal cancer,0.933804,0.921429,0.0909377,0.0836753,0.183706,0.132056,0.884943,0.314517,0.0702785,0.857082,0.919656,0.876843,0.931218,0.210744,0.972522,0.926204,0.944245,0.788658,0.324072,0.920014,0.29455,0.301493,0.17686,0.112486,0.427836,0.0968238,0.934873,0.239564,0.926217,0.0934534,Primary Tumor
colorectal cancer,0.735136,0.908929,0.0508163,0.158942,0.155222,0.118269,0.943874,0.316526,0.0653686,0.934376,0.815749,0.922935,0.934124,0.0904997,0.959369,0.701082,0.929313,0.874997,0.197724,0.875332,0.196463,0.267902,0.0935785,0.329605,0.864562,0.0818914,0.923257,0.208864,0.915479,0.071414,Primary Tumor
colorectal cancer,0.566968,0.895952,0.272252,0.081957,0.213985,0.0588818,0.745773,0.187478,0.072071,0.803303,0.899034,0.857452,0.892794,0.0472245,0.880665,0.880178,0.570044,0.612129,0.515853,0.88487,0.273888,0.188135,0.114198,0.0891168,0.579767,0.076856,0.82957,0.240122,0.887104,0.120847,Primary Tumor
colorectal cancer,0.920156,0.927776,0.053185,0.0806346,0.209288,0.185659,0.950586,0.321392,0.068463,0.903437,0.9394,0.919267,0.929107,0.214469,0.979745,0.884256,0.93291,0.825977,0.257838,0.865727,0.294785,0.372021,0.227483,0.117967,0.356888,0.164859,0.878333,0.22088,0.917716,0.0641262,Primary Tumor
colorectal cancer,0.925582,0.925605,0.0644887,0.105416,0.276277,0.0562874,0.91655,0.30202,0.0546614,0.915967,0.936152,0.916552,0.906002,0.153796,0.978919,0.860276,0.964991,0.833241,0.179229,0.850658,0.462133,0.175624,0.566393,0.173153,0.711423,0.0512162,0.896393,0.171453,0.903114,0.234922,Primary Tumor
colorectal cancer,0.654771,0.899405,0.0469929,0.0914495,0.120225,0.0768472,0.956482,0.218551,0.0613515,0.642899,0.92484,0.729312,0.917258,0.129606,0.977376,0.960672,0.961756,0.739099,0.208668,0.800362,0.288366,0.153336,0.138679,0.0759025,0.593107,0.0870252,0.926295,0.168004,0.854019,0.0458596,Primary Tumor
colorectal cancer,0.925668,0.866162,0.177994,0.382234,0.466267,0.306878,0.939138,0.659017,0.853389,0.886548,0.93251,0.94917,0.855439,0.250176,0.98634,0.629805,0.881509,0.626405,0.421083,0.498321,0.568971,0.405851,0.242735,0.66545,0.801,0.362732,0.912701,0.272107,0.886638,0.187578,Primary Tumor
colorectal cancer,0.935549,0.940016,0.0984958,0.152966,0.271962,0.106293,0.952728,0.256414,0.190653,0.86071,0.605077,0.933875,0.942499,0.130164,0.968371,0.97152,0.965521,0.799383,0.249847,0.903967,0.289117,0.316217,0.223035,0.105133,0.442409,0.0952443,0.941733,0.312983,0.937067,0.0765459,Primary Tumor
colorectal cancer,0.947241,0.910996,0.143295,0.0611775,0.21972,0.163519,0.925399,0.664708,0.12214,0.955661,0.906146,0.894107,0.894068,0.163278,0.976329,0.748636,0.937082,0.832968,0.250618,0.77876,0.368515,0.439879,0.14734,0.184712,0.788984,0.253596,0.89343,0.203258,0.882606,0.140828,Primary Tumor
colorectal cancer,0.887467,0.879554,0.18948,0.216145,0.491156,0.152848,0.912658,0.332516,0.14821,0.82814,0.899551,0.925394,0.857575,0.135211,0.966454,0.7559,0.948111,0.655517,0.469573,0.717827,0.351632,0.390777,0.264666,0.165862,0.78298,0.170901,0.917788,0.34781,0.928201,0.232403,Primary Tumor
colorectal cancer,0.93547,0.913799,0.116694,0.0689494,0.240762,0.0521654,0.926297,0.832022,0.0816423,0.932282,0.941856,0.625633,0.89841,0.114922,0.975741,0.936108,0.941072,0.810005,0.310421,0.924591,0.411444,0.262781,0.175539,0.12703,0.899492,0.103776,0.919275,0.295116,0.939708,0.110621,Primary Tumor
colorectal cancer,0.574174,0.920965,0.25793,0.665674,0.630613,0.348077,0.944315,0.496772,0.167968,0.944189,0.938504,0.938719,0.88915,0.187296,0.971617,0.647062,0.576883,0.626855,0.467425,0.577836,0.307173,0.45328,0.232305,0.181218,0.627885,0.298738,0.929985,0.235956,0.92734,0.0656816,Primary Tumor
colorectal cancer,0.925171,0.892065,0.149972,0.232401,0.773716,0.100354,0.925273,0.654734,0.0819668,0.920287,0.915846,0.588628,0.921026,0.171513,0.968696,0.917018,0.931503,0.523818,0.478986,0.774899,0.64824,0.339812,0.37544,0.166276,0.777082,0.117262,0.81688,0.506445,0.901151,0.0919658,Primary Tumor
colorectal cancer,0.932127,0.90988,0.117891,0.0755413,0.518323,0.136156,0.924357,0.253295,0.384553,0.936858,0.896325,0.915673,0.906593,0.163861,0.975837,0.896531,0.935806,0.638997,0.299946,0.851211,0.315494,0.572904,0.221485,0.11356,0.687325,0.149459,0.87003,0.250297,0.924417,0.104155,Primary Tumor
colorectal cancer,0.883505,0.919752,0.244647,0.184648,0.57374,0.323668,0.935496,0.578107,0.277841,0.917392,0.933343,0.948206,0.880911,0.411653,0.97579,0.754943,0.921449,0.634087,0.580064,0.670573,0.502868,0.524973,0.320642,0.294304,0.702147,0.313779,0.83055,0.502297,0.935304,0.112427,Primary Tumor
colorectal cancer,0.931906,0.912962,0.121102,0.0970825,0.239019,0.154429,0.905004,0.282778,0.131306,0.929287,0.918048,0.905608,0.919672,0.203243,0.972441,0.779613,0.932672,0.799271,0.288805,0.780364,0.344964,0.33023,0.115533,0.154238,0.721355,0.117744,0.765122,0.303651,0.889542,0.109875,Primary Tumor
colorectal cancer,0.902343,0.894463,0.146453,0.729525,0.408602,0.586141,0.937244,0.487221,0.125607,0.90232,0.949806,0.931118,0.924717,0.310172,0.974609,0.955109,0.64486,0.641805,0.482473,0.448197,0.287709,0.488003,0.284552,0.174997,0.712274,0.192474,0.949637,0.330818,0.900754,0.0474443,Primary Tumor
colorectal cancer,0.904556,0.905613,0.199951,0.191526,0.353834,0.200504,0.907778,0.506007,0.214415,0.931073,0.906542,0.917099,0.907395,0.298105,0.97248,0.770488,0.915944,0.734553,0.342719,0.737268,0.335968,0.469314,0.219518,0.256902,0.821588,0.282944,0.881839,0.332389,0.908635,0.0648591,Primary Tumor
colorectal cancer,0.925149,0.919225,0.0778773,0.054841,0.179673,0.131312,0.939667,0.252773,0.0650328,0.940557,0.942121,0.929745,0.863557,0.0969884,0.974095,0.798502,0.952423,0.847353,0.20451,0.806517,0.317113,0.176799,0.230333,0.0876588,0.834885,0.0855582,0.940325,0.155458,0.949153,0.14633,Primary Tumor
colorectal cancer,0.805381,0.899113,0.0673931,0.284012,0.828756,0.162354,0.830548,0.365593,0.0745932,0.9297,0.925744,0.874824,0.858562,0.688816,0.956871,0.94466,0.913704,0.649853,0.73148,0.888882,0.54302,0.378957,0.135341,0.243726,0.772091,0.205481,0.717665,0.319535,0.917676,0.0812411,Primary Tumor
colorectal cancer,0.924675,0.91678,0.210587,0.119199,0.37575,0.217917,0.912303,0.366805,0.124088,0.884458,0.450237,0.92784,0.897916,0.235926,0.97531,0.758278,0.926183,0.657861,0.386869,0.730056,0.363548,0.408871,0.243972,0.186759,0.49955,0.191158,0.910468,0.312327,0.86974,0.128209,Primary Tumor
colorectal cancer,0.95771,0.937737,0.0421751,0.047469,0.182658,0.0951291,0.949855,0.213105,0.0403165,0.963501,0.643885,0.927745,0.947581,0.143057,0.97944,0.957527,0.965122,0.865772,0.213116,0.932117,0.190784,0.260274,0.0945311,0.0904295,0.887977,0.0726803,0.949913,0.169653,0.945925,0.162808,Primary Tumor
colorectal cancer,0.771633,0.936737,0.0687756,0.143994,0.18235,0.0713275,0.930064,0.368472,0.105835,0.791211,0.914046,0.938009,0.850206,0.072765,0.949835,0.888128,0.950505,0.782871,0.302499,0.889857,0.201266,0.168169,0.0804527,0.14903,0.52375,0.0545882,0.952879,0.196335,0.897458,0.0692349,Primary Tumor
colorectal cancer,0.924215,0.915012,0.058748,0.0823185,0.1591,0.0798872,0.922749,0.83838,0.0300901,0.932127,0.917956,0.898608,0.915907,0.122277,0.978797,0.91054,0.943898,0.803454,0.195349,0.872095,0.157938,0.686954,0.0902004,0.113963,0.822449,0.0614321,0.888044,0.199092,0.903417,0.105095,Primary Tumor
colorectal cancer,0.897102,0.9086,0.201212,0.661294,0.442064,0.295739,0.872364,0.612424,0.240461,0.847107,0.89398,0.924621,0.900213,0.303104,0.966856,0.697684,0.927008,0.689226,0.519677,0.742881,0.361126,0.475103,0.429846,0.257827,0.742607,0.320684,0.915259,0.484608,0.91178,0.0976293,Primary Tumor
colorectal cancer,0.912279,0.830087,0.106455,0.192848,0.333581,0.279887,0.919926,0.333641,0.140846,0.872487,0.764387,0.920167,0.885845,0.185662,0.579747,0.809624,0.874016,0.730969,0.481434,0.798162,0.372101,0.410097,0.121312,0.229664,0.703657,0.270342,0.841506,0.312147,0.927283,0.303883,Primary Tumor
colorectal cancer,0.884713,0.885828,0.294804,0.216962,0.543744,0.304926,0.900379,0.466048,0.16286,0.879809,0.911743,0.942123,0.901143,0.339892,0.974354,0.704066,0.919662,0.645717,0.504481,0.719378,0.546327,0.406098,0.416814,0.237173,0.83343,0.337204,0.846282,0.488813,0.903597,0.112214,Primary Tumor
colorectal cancer,0.773441,0.926535,0.204205,0.583924,0.369845,0.32203,0.93487,0.491769,0.15585,0.950076,0.898978,0.914341,0.92457,0.311045,0.980609,0.800394,0.581887,0.643603,0.402518,0.690099,0.278672,0.351832,0.317512,0.206524,0.59966,0.261836,0.924624,0.296759,0.86068,0.0453927,Primary Tumor
colorectal cancer,0.855526,0.910086,0.14285,0.346188,0.644301,0.0765408,0.937246,0.681203,0.0967793,0.867832,0.955889,0.936103,0.923778,0.093726,0.960338,0.820053,0.9503,0.70942,0.369949,0.879746,0.502932,0.383736,0.166739,0.101498,0.732507,0.0855837,0.940663,0.291102,0.937454,0.0624725,Primary Tumor
colorectal cancer,0.940206,0.912147,0.0714323,0.0844196,0.234067,0.0938908,0.941462,0.320216,0.0704621,0.936439,0.885902,0.932162,0.915201,0.191685,0.978367,0.852549,0.951499,0.833786,0.260086,0.825053,0.223158,0.262805,0.0844528,0.166662,0.660486,0.102145,0.9439,0.221382,0.931574,0.0770895,Primary Tumor
colorectal cancer,0.896514,0.890848,0.420228,0.24737,0.622362,0.359029,0.870494,0.58431,0.252367,0.847553,0.457449,0.946196,0.873655,0.428035,0.978805,0.690081,0.924481,0.566535,0.604715,0.675966,0.498394,0.490447,0.386624,0.281134,0.842647,0.441608,0.877984,0.484847,0.843567,0.0914015,Primary Tumor
colorectal cancer,0.930118,0.932929,0.130395,0.0577835,0.240855,0.0864926,0.950067,0.223557,0.0803823,0.926223,0.863747,0.883866,0.929081,0.116207,0.978864,0.753399,0.950978,0.794683,0.223045,0.822273,0.296303,0.279475,0.134972,0.30875,0.586949,0.0883054,0.927528,0.189059,0.904078,0.0756405,Primary Tumor
colorectal cancer,0.908341,0.905998,0.144743,0.10692,0.289877,0.144405,0.830997,0.306718,0.100685,0.896148,0.927194,0.925751,0.911364,0.170192,0.969835,0.786402,0.941228,0.701175,0.346754,0.807404,0.314816,0.404094,0.162943,0.147321,0.721446,0.162699,0.931347,0.294437,0.924314,0.108995,Primary Tumor
colorectal cancer,0.947394,0.928617,0.0523124,0.0672396,0.166186,0.0831269,0.93766,0.343343,0.0885706,0.951996,0.941806,0.938971,0.924534,0.0746404,0.974024,0.812781,0.950662,0.886893,0.17776,0.848484,0.267724,0.209508,0.108154,0.247738,0.681628,0.11698,0.948249,0.210036,0.915663,0.0871733,Primary Tumor
colorectal cancer,0.913601,0.916442,0.133543,0.0728131,0.355303,0.215167,0.90803,0.284948,0.0810973,0.90004,0.879228,0.914647,0.888472,0.13616,0.96332,0.753447,0.961014,0.74739,0.320059,0.652653,0.26465,0.311081,0.205846,0.216024,0.715507,0.152085,0.919891,0.253256,0.903819,0.160096,Primary Tumor
colorectal cancer,0.923569,0.947904,0.268835,0.137437,0.349521,0.151879,0.957798,0.329064,0.0964309,0.949444,0.935056,0.941696,0.912755,0.14462,0.982377,0.733042,0.966163,0.733288,0.368327,0.750402,0.311612,0.374142,0.153659,0.164795,0.826891,0.160977,0.966294,0.293651,0.894825,0.0743373,Primary Tumor
colorectal cancer,0.928664,0.931762,0.0452763,0.0725024,0.390808,0.0964026,0.92849,0.672098,0.0579149,0.943711,0.949492,0.902834,0.93308,0.16622,0.964967,0.838119,0.917358,0.818552,0.264492,0.929571,0.477129,0.154036,0.131898,0.0764606,0.769009,0.753032,0.934327,0.172642,0.93351,0.123921,Primary Tumor
colorectal cancer,0.911719,0.939602,0.146133,0.0769731,0.315293,0.187257,0.949708,0.360215,0.122663,0.947138,0.582005,0.948534,0.905116,0.199152,0.973637,0.778731,0.954867,0.783703,0.342015,0.820167,0.27878,0.362058,0.13853,0.231931,0.371551,0.139301,0.920562,0.267373,0.921389,0.105386,Primary Tumor
colorectal cancer,0.92655,0.94177,0.16585,0.141165,0.365148,0.272321,0.946718,0.395273,0.12126,0.850287,0.948272,0.924936,0.920986,0.324497,0.972935,0.825144,0.943448,0.811682,0.350209,0.826547,0.326604,0.363668,0.32024,0.197603,0.827855,0.302918,0.878795,0.319095,0.910913,0.106684,Primary Tumor
colorectal cancer,0.944255,0.921145,0.0781261,0.0624561,0.170351,0.106268,0.945288,0.24597,0.0502633,0.93542,0.905112,0.605929,0.922123,0.10201,0.974341,0.857781,0.923316,0.809342,0.257986,0.854976,0.190098,0.160825,0.138252,0.18528,0.727918,0.0354236,0.930046,0.203386,0.936218,0.0724132,Primary Tumor
colorectal cancer,0.833889,0.813767,0.382561,0.396439,0.742129,0.379967,0.899625,0.588574,0.39558,0.939442,0.857021,0.939604,0.867163,0.419018,0.974387,0.60595,0.896671,0.33964,0.690805,0.651534,0.619048,0.543063,0.497497,0.436392,0.699963,0.498978,0.8631,0.621889,0.852397,0.118271,Primary Tumor
colorectal cancer,0.852463,0.917222,0.0473926,0.0706245,0.158209,0.0875306,0.941768,0.501057,0.0752822,0.814813,0.622026,0.931586,0.895891,0.0858216,0.977644,0.944766,0.844472,0.863301,0.200282,0.898222,0.246371,0.184699,0.0962493,0.159003,0.578336,0.0481822,0.939388,0.199321,0.914727,0.106954,Primary Tumor
colorectal cancer,0.929386,0.934296,0.0523947,0.0911349,0.0723808,0.0737817,0.953556,0.406901,0.0784122,0.879446,0.833935,0.918151,0.917297,0.0588554,0.978752,0.904271,0.934001,0.890532,0.166827,0.917918,0.168928,0.178131,0.0880399,0.0639794,0.624696,0.0498771,0.876528,0.156739,0.904791,0.0592181,Primary Tumor
